schema,1
ts_start_ns,ts_end_ns,window_id,sym,buy_qty,sell_qty,buy_notional,sell_notional,buy_trades,sell_trades,buy_vwap,sell_vwap,imbalance,qwait_p50_ns,qwait_p90_ns,qwait_p99_ns,qwait_max_ns,qwait_count,drops_full,drops_oversize,recv_count,parse_errs,partial
5000000000,5100000000,50,GOOG,35901,60907,9.77902e+06,1.58766e+07,94,127,272.388,260.67,-0.258305,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,ESZ3,49334,70431,1.412e+07,1.90675e+07,129,127,286.213,270.726,-0.176153,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,CLG4,46181,57591,1.48083e+07,1.79911e+07,77,109,320.657,312.394,-0.109953,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,USD/JPY,53317,61579,1.33809e+07,1.66235e+07,101,106,250.969,269.954,-0.0719085,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,WTI,59857,52562,1.82281e+07,1.62301e+07,161,109,304.527,308.78,0.0648912,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,TSLA,63714,82162,1.75434e+07,2.82234e+07,156,145,275.346,343.509,-0.126464,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,MSFT,54239,38879,1.71275e+07,1.21824e+07,114,80,315.778,313.343,0.164952,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,EUR/USD,52848,77199,1.37808e+07,2.28937e+07,98,133,260.764,296.555,-0.187248,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,AAPL,62865,45832,1.83157e+07,1.52439e+07,118,135,291.349,332.604,0.156702,511,1023,2047,284060,2327,0,0,30,0,0
5000000000,5100000000,50,NQZ3,60924,59204,1.97628e+07,1.58025e+07,115,93,324.385,266.916,0.0143181,511,1023,2047,284060,2327,0,0,30,0,0
5100000000,5200000000,51,ESZ3,9872,10496,3.43718e+06,2.59352e+06,18,20,348.175,247.096,-0.0306363,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,GOOG,6393,7931,1.61185e+06,2.17716e+06,11,20,252.128,274.512,-0.107372,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,CLG4,12038,11261,3.91236e+06,3.63937e+06,21,17,325.001,323.183,0.0333491,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,USD/JPY,4328,11941,1.66839e+06,3.32008e+06,11,18,385.488,278.041,-0.467945,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,WTI,8481,14872,2.5484e+06,4.51622e+06,25,26,300.484,303.673,-0.273669,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,MSFT,7844,3548,2.65396e+06,944461,19,11,338.343,266.195,0.377107,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,TSLA,6503,8775,1.84575e+06,2.60078e+06,19,16,283.831,296.385,-0.148711,511,1023,1023,1073,343,0,0,56,0,0
5100000000,5200000000,51,EUR/USD,7695,7415,1.85677e+06,2.13094e+06,14,13,241.296,287.382,0.0185308,511,1023,1023,1073,343,0,0,56,0,0
